age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,ID
40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,296,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22893
55,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,232,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22894
58,management,married,university.degree,no,no,no,cellular,aug,mon,164,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22896
33,technician,single,university.degree,no,no,no,cellular,aug,mon,198,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22897
58,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,454,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22898
41,admin.,married,university.degree,no,no,yes,cellular,aug,mon,114,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22899
53,blue-collar,married,basic.6y,no,yes,no,cellular,aug,mon,64,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22900
52,services,married,professional.course,unknown,yes,yes,cellular,aug,mon,84,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22901
35,technician,single,professional.course,no,no,no,cellular,aug,mon,203,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22902
34,self-employed,married,basic.9y,unknown,no,no,cellular,aug,mon,81,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22903
30,technician,divorced,university.degree,no,no,no,cellular,aug,mon,731,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,22904
32,technician,single,high.school,no,yes,no,cellular,aug,mon,433,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22906
45,management,married,university.degree,no,no,no,cellular,aug,mon,361,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22907
55,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,304,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22908
52,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,mon,160,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22909
57,admin.,married,unknown,no,yes,no,cellular,aug,mon,101,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22910
54,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,53,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22911
59,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,mon,323,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22912
37,technician,married,professional.course,no,yes,no,cellular,aug,mon,97,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22913
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,340,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22914
50,services,married,high.school,no,yes,no,cellular,aug,mon,54,15,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22915
46,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,251,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22916
52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,171,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22919
47,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,134,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22920
47,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,265,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22921
55,blue-collar,married,unknown,no,yes,no,cellular,aug,mon,280,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22922
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,62,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22923
57,services,married,high.school,unknown,yes,no,telephone,aug,mon,41,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22924
35,technician,married,university.degree,no,yes,no,cellular,aug,mon,318,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22925
57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,365,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22927
47,technician,married,high.school,unknown,yes,yes,cellular,aug,mon,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22928
33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,207,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22929
45,management,married,university.degree,no,no,no,cellular,aug,mon,105,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22930
45,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,99,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22931
51,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,197,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22932
54,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,mon,484,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22933
57,services,married,professional.course,unknown,no,no,cellular,aug,mon,153,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22935
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,141,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22938
49,admin.,single,university.degree,no,yes,no,cellular,aug,mon,160,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22942
31,technician,divorced,high.school,no,no,no,cellular,aug,mon,50,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22943
36,admin.,single,university.degree,no,yes,no,cellular,aug,mon,770,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22945
53,management,married,university.degree,no,no,no,cellular,aug,mon,313,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22946
48,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,348,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22947
50,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,mon,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22948
43,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,648,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22949
34,technician,married,high.school,no,no,no,cellular,aug,mon,256,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22950
32,technician,divorced,high.school,no,yes,yes,cellular,aug,mon,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22951
41,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,335,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22952
38,technician,single,university.degree,no,yes,no,cellular,aug,mon,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22954
41,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,124,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22956
41,admin.,single,professional.course,no,no,no,cellular,aug,mon,139,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22958
37,admin.,single,university.degree,unknown,yes,yes,cellular,aug,mon,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22959
53,unknown,married,unknown,unknown,no,no,cellular,aug,mon,51,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22960
60,retired,married,basic.4y,unknown,yes,yes,cellular,aug,mon,115,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22963
39,technician,divorced,professional.course,unknown,yes,no,cellular,aug,mon,714,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,22964
54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,43,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22965
53,admin.,married,university.degree,no,yes,no,cellular,aug,mon,67,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22967
47,self-employed,married,university.degree,no,no,no,cellular,aug,mon,36,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22968
38,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,153,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22970
59,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,431,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22971
57,admin.,married,high.school,unknown,yes,yes,cellular,aug,mon,127,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22972
59,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,618,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22974
59,retired,married,basic.4y,unknown,yes,no,cellular,aug,mon,144,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22978
44,admin.,married,university.degree,no,no,no,cellular,aug,mon,56,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22979
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,121,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22980
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,390,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22981
56,services,married,high.school,no,no,no,cellular,aug,mon,75,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22982
43,technician,married,professional.course,no,no,yes,cellular,aug,mon,108,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22984
56,services,married,high.school,no,no,no,cellular,aug,mon,153,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22985
53,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,358,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22986
44,technician,married,professional.course,no,yes,no,cellular,aug,mon,63,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22987
47,self-employed,married,university.degree,no,no,no,cellular,aug,mon,230,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22991
38,admin.,married,high.school,no,yes,yes,cellular,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22992
50,admin.,married,university.degree,no,no,no,cellular,aug,mon,98,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22993
46,technician,married,professional.course,no,no,no,cellular,aug,mon,194,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22995
38,technician,married,university.degree,no,yes,no,cellular,aug,mon,1374,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,22997
55,management,married,university.degree,no,no,no,cellular,aug,mon,372,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,22998
47,unknown,married,unknown,unknown,yes,no,cellular,aug,tue,104,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,22999
58,retired,married,university.degree,no,yes,no,cellular,aug,tue,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23000
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,19,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23001
51,admin.,married,university.degree,no,no,no,cellular,aug,tue,69,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23002
41,admin.,single,university.degree,no,no,no,cellular,aug,tue,127,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23003
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23004
51,admin.,single,university.degree,no,yes,no,cellular,aug,tue,179,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23005
46,admin.,married,basic.9y,no,yes,yes,cellular,aug,tue,160,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23006
55,retired,married,high.school,no,yes,no,cellular,aug,tue,106,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23007
40,technician,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23010
48,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,137,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23011
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23012
55,services,married,high.school,unknown,yes,no,cellular,aug,tue,209,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23014
54,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,110,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23016
56,services,married,high.school,no,yes,no,cellular,aug,tue,170,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23017
33,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,731,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,23019
50,admin.,divorced,high.school,no,no,no,cellular,aug,tue,664,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,23020
31,technician,divorced,high.school,no,yes,no,cellular,aug,tue,254,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23022
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,60,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23025
49,services,married,high.school,no,yes,no,cellular,aug,tue,49,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23026
38,technician,married,university.degree,no,yes,no,cellular,aug,tue,102,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23027
49,admin.,married,university.degree,no,yes,no,cellular,aug,tue,62,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23028
50,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23029
40,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,109,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23030
59,management,married,university.degree,no,yes,no,cellular,aug,tue,0,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23031
57,retired,married,basic.9y,no,no,no,cellular,aug,tue,388,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,23032
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,85,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23033
50,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,23,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23035
47,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,146,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23036
48,technician,married,professional.course,no,no,no,cellular,aug,tue,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23039
45,technician,divorced,professional.course,no,no,no,cellular,aug,tue,94,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23041
57,admin.,married,high.school,unknown,no,no,cellular,aug,tue,135,15,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23042
32,technician,single,professional.course,no,yes,no,cellular,aug,tue,60,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23043
48,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,159,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23045
48,technician,married,university.degree,no,yes,no,cellular,aug,tue,247,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23047
44,admin.,married,university.degree,no,no,no,cellular,aug,tue,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23048
41,technician,single,university.degree,no,yes,no,cellular,aug,tue,87,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23049
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,108,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23051
44,admin.,married,university.degree,no,no,no,cellular,aug,tue,312,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23052
36,technician,married,professional.course,no,yes,no,cellular,aug,tue,92,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23053
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,178,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23054
55,technician,divorced,professional.course,unknown,yes,no,cellular,aug,tue,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23055
55,technician,divorced,professional.course,unknown,no,no,cellular,aug,tue,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23056
45,blue-collar,married,basic.4y,no,no,no,telephone,aug,tue,81,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23057
46,admin.,married,basic.9y,no,no,no,cellular,aug,tue,317,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23058
38,technician,single,high.school,no,yes,yes,cellular,aug,tue,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23062
42,management,married,university.degree,unknown,yes,yes,cellular,aug,tue,634,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23063
55,technician,divorced,professional.course,unknown,no,no,cellular,aug,tue,700,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23064
31,technician,divorced,high.school,no,no,no,cellular,aug,tue,67,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23065
41,self-employed,married,professional.course,no,no,no,cellular,aug,tue,80,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23066
32,technician,married,professional.course,no,yes,no,cellular,aug,tue,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23067
46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,210,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23070
35,admin.,single,university.degree,no,no,yes,cellular,aug,tue,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23072
50,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,252,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23074
48,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23075
50,blue-collar,married,professional.course,no,yes,yes,cellular,aug,tue,14,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23076
59,management,married,university.degree,no,yes,no,cellular,aug,tue,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23077
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,748,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23078
55,technician,divorced,university.degree,no,no,no,cellular,aug,tue,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23079
37,technician,divorced,professional.course,no,no,no,cellular,aug,tue,65,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23080
55,technician,divorced,university.degree,no,yes,no,cellular,aug,tue,610,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23084
39,technician,married,university.degree,no,no,no,cellular,aug,tue,191,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23087
55,admin.,married,university.degree,no,yes,no,cellular,aug,tue,82,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23088
50,technician,married,university.degree,no,yes,no,cellular,aug,tue,541,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23090
35,technician,single,professional.course,no,yes,no,cellular,aug,tue,67,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23091
35,technician,single,professional.course,no,yes,no,cellular,aug,tue,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23092
45,unknown,married,high.school,unknown,yes,no,cellular,aug,tue,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23093
47,blue-collar,married,high.school,no,unknown,unknown,cellular,aug,tue,153,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23096
45,unknown,married,high.school,unknown,yes,no,cellular,aug,tue,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23097
41,technician,single,professional.course,no,unknown,unknown,cellular,aug,tue,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23100
41,technician,single,professional.course,no,yes,no,cellular,aug,tue,239,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23101
41,technician,single,professional.course,no,no,no,cellular,aug,tue,358,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23102
37,technician,divorced,professional.course,no,no,no,cellular,aug,tue,312,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23104
33,management,married,university.degree,no,yes,no,cellular,aug,tue,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23106
50,admin.,married,high.school,no,no,no,cellular,aug,tue,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23109
32,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,24,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23112
54,admin.,married,university.degree,no,no,no,cellular,aug,tue,119,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23113
56,services,married,high.school,no,yes,no,cellular,aug,tue,460,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23115
36,housemaid,married,basic.4y,no,yes,no,cellular,aug,tue,183,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23116
48,technician,married,university.degree,no,yes,no,cellular,aug,tue,189,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23117
29,technician,single,high.school,no,yes,no,cellular,aug,tue,130,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23119
56,retired,married,professional.course,no,no,no,cellular,aug,tue,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23120
40,admin.,single,high.school,no,yes,no,cellular,aug,tue,168,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23121
52,unemployed,divorced,high.school,no,yes,yes,cellular,aug,tue,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23122
33,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,97,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23123
57,technician,married,professional.course,unknown,no,no,telephone,aug,tue,15,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23127
56,services,married,high.school,no,no,no,cellular,aug,tue,173,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23128
37,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,tue,176,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23129
45,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,260,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23130
58,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,83,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23131
38,technician,married,university.degree,no,yes,no,cellular,aug,tue,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23133
38,technician,married,university.degree,no,no,no,cellular,aug,tue,264,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23134
50,technician,married,university.degree,no,unknown,unknown,cellular,aug,tue,107,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23136
50,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,130,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23137
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23140
48,technician,married,university.degree,no,yes,no,cellular,aug,tue,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23141
33,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,249,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23142
30,technician,divorced,professional.course,unknown,yes,no,cellular,aug,tue,210,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23146
47,technician,married,high.school,no,no,no,cellular,aug,tue,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23147
55,management,married,university.degree,no,yes,no,cellular,aug,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23151
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,194,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23152
29,admin.,married,university.degree,no,no,no,cellular,aug,tue,124,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23153
39,technician,divorced,professional.course,unknown,yes,no,cellular,aug,tue,41,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23154
40,management,married,university.degree,no,no,no,cellular,aug,tue,17,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23156
32,admin.,married,university.degree,no,no,yes,cellular,aug,tue,301,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23157
35,technician,married,university.degree,no,yes,no,cellular,aug,tue,12,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23159
35,technician,married,professional.course,no,yes,no,cellular,aug,tue,333,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23161
54,admin.,married,university.degree,no,no,no,cellular,aug,tue,219,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23162
35,technician,married,university.degree,no,no,no,cellular,aug,tue,241,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23163
43,technician,married,professional.course,unknown,no,no,cellular,aug,tue,471,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23164
35,technician,married,university.degree,no,yes,no,cellular,aug,tue,55,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23165
37,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,520,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23168
52,unemployed,divorced,high.school,no,no,no,cellular,aug,tue,96,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23170
46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,66,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23171
52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,234,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23174
32,technician,single,high.school,no,no,no,cellular,aug,tue,162,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23178
59,housemaid,married,unknown,unknown,yes,no,cellular,aug,tue,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23179
41,unemployed,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,271,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,23180
